numeropol,cout_prime,credit_card_number,credit_card_provider,credit_card_expire,freq_pmt
71684,1030.98,3528539344590793,VISA 16 digit,09/19,1
71686,760.88,210030864086817,JCB 15 digit,11/19,1
71691,1140.22,3158776119591542,Voyager,04/20,1
71692,1080.4,869940668108282,JCB 15 digit,03/26,1
71701,1020.5,6011872735001196,American Express,06/26,1
71703,630.5,349949901827061,VISA 16 digit,08/24,1
71713,660.95,370223822910642,JCB 16 digit,07/23,1
71719,1020.28,502056389468,Diners Club / Carte Blanche,02/18,1
71726,1100.28,4484353669657710,Diners Club / Carte Blanche,07/22,1
71736,740.38,30289300264929,Discover,05/21,1
71737,670.49,348458380913302,VISA 16 digit,03/24,12
71740,600.04,6011590433853417,VISA 16 digit,09/20,1
71749,920.2,4564257942279437,Mastercard,04/19,1
71753,1030.96,347941935715828,JCB 16 digit,12/20,1
71755,840.28,210069120239257,JCB 16 digit,06/18,1
71779,1080.74,4736252198838,JCB 16 digit,10/20,1
71781,880.73,561213580690,JCB 15 digit,01/25,1
71783,1160.4,3528068016063343,VISA 13 digit,04/21,12
71786,750.92,502085366909,JCB 15 digit,10/18,12
71787,770.24,5590892923409333,Voyager,05/23,1
71794,890.04,210087927166606,VISA 13 digit,09/23,1
71797,750.66,4195965988706,American Express,10/17,1
71799,770.71,4913222652349,JCB 16 digit,11/17,1
71804,870.93,4843074461854836,American Express,05/19,12
71805,810.85,3337729642593091,VISA 16 digit,12/19,1
71807,720.24,3158319791384876,VISA 13 digit,03/22,12
71808,890.27,210096182517684,Voyager,09/20,1
71818,1050.81,676145968068,VISA 16 digit,11/20,1
71821,760.23,6011698470781217,Maestro,05/24,1
71826,800.84,375932010544352,VISA 16 digit,08/25,1
71831,750.94,3112483965729723,Diners Club / Carte Blanche,07/20,1
71842,690.41,3337807500242314,Mastercard,04/20,1
71844,630.14,30564607830204,Voyager,09/19,1
71845,1040.9,630472906860,Diners Club / Carte Blanche,04/18,1
71846,980.1,344322209593154,Mastercard,11/25,12
71847,1130.09,5197704311089626,Discover,05/20,1
71861,1090.71,869936766215169,VISA 16 digit,07/20,1
71863,720.01,180029063454210,Voyager,02/18,12
71871,1170.27,502003186660,VISA 13 digit,10/20,1
71883,720.44,4872287989410,Voyager,10/19,1
71885,1160.77,676344636896,Discover,09/19,12
71897,890.42,630441106196,VISA 16 digit,10/26,1
71898,630.4,4013253093250688,JCB 16 digit,03/18,1
71899,1170.55,210055223199993,JCB 15 digit,02/20,1
71900,630.4,676322815926,JCB 16 digit,08/18,1
71902,1060.37,4598825067407,JCB 16 digit,06/20,1
71906,650.09,3088230160809507,JCB 16 digit,09/20,1
71908,730.31,4404116667493157,American Express,08/20,12
71921,920.5,3096261134673042,VISA 16 digit,12/17,12
71931,1070.27,6011125885204049,JCB 15 digit,06/18,1
71933,890.2,6011157056951678,JCB 15 digit,10/18,1
71934,770.16,4594049240700543,Voyager,12/17,1
71940,720.97,869978599467476,American Express,10/22,12
71943,1150.82,5143903818991756,Mastercard,02/18,12
71949,610.15,3337440838657068,JCB 16 digit,03/24,1
71952,1080.78,30013919946076,VISA 16 digit,04/20,12
71955,1160.2,6011345268780619,VISA 13 digit,02/19,1
71956,1100.42,4899997097144375,Maestro,05/24,1
71958,770.35,869941342437873,JCB 15 digit,04/20,12
71963,1100.11,3158119010291591,Maestro,09/26,1
71970,760.29,589315447757,American Express,11/17,1
71978,1120.8,5479388907761795,Discover,09/23,12
71980,1140.7,503858394714,American Express,04/19,1
71982,700.15,4832745469280,Discover,07/23,12
71983,960.35,4874358560044098,American Express,01/18,1
71995,800.14,4190747984677,Diners Club / Carte Blanche,09/18,1
71996,720.05,3112768646141805,VISA 13 digit,03/19,1
71999,690.98,5398972406273275,JCB 15 digit,01/21,12
72003,850.59,6011303377833167,JCB 16 digit,05/20,12
72026,780.82,3088102692447421,American Express,06/18,1
72050,790.07,676251918931,JCB 16 digit,09/21,1
72058,800.01,4280470302182504,VISA 13 digit,07/20,1
72063,1160.26,5208019233303311,Voyager,11/21,12
72067,970.32,6011370455171265,Diners Club / Carte Blanche,06/20,12
72069,620.53,30271633915211,Mastercard,11/17,1
72070,880.6,4503894682821,JCB 16 digit,03/22,1
72072,1160.92,180078491626659,Mastercard,05/21,1
72073,1070.98,30341806196178,JCB 16 digit,06/18,12
72078,740.95,3112641872021977,VISA 16 digit,09/20,12
72082,710.37,869905604317354,American Express,03/19,1
72092,1040.07,6011197842941435,Mastercard,09/18,12
72094,1070.42,4773901026032298,Diners Club / Carte Blanche,08/18,1
72098,730.33,3337763140367518,Discover,06/23,1
72109,790.46,5531292884434036,American Express,02/20,12
72117,760.82,347821941948169,Discover,08/18,1
72138,840.07,6011052970012147,Voyager,08/19,1
72143,1010.09,5479072447946906,Mastercard,01/18,1
72144,1060.73,4781144219158030,VISA 16 digit,05/18,1
72145,1010.39,30114043229122,VISA 13 digit,03/24,1
72147,1080.69,30494513591296,JCB 16 digit,05/21,1
72160,660.17,30024491523167,JCB 15 digit,02/18,1
72167,830.92,503857970233,Diners Club / Carte Blanche,11/17,12
72169,750.08,869915706131355,American Express,04/25,1
72170,1070.34,5562201713567603,Voyager,10/20,1
72172,1130.68,370557765219945,Maestro,05/18,12
72173,760.17,180012443069650,Mastercard,06/22,1
72176,1050.41,4105550858458771,American Express,11/18,12
72177,1120.48,4260618026013,Diners Club / Carte Blanche,12/23,1
72179,740.16,561203020673,Discover,10/18,1
72180,1170.12,372894544117472,VISA 16 digit,06/25,1
72188,1090.27,30553886082272,JCB 16 digit,08/19,12
72189,870.11,5137755429614831,VISA 13 digit,02/18,1
72201,720.99,375820518759582,Mastercard,12/17,1
72212,730.39,372611328184415,Maestro,06/22,1
72226,1070.38,343692380249573,Discover,07/19,12
72246,800.16,30263669200840,Maestro,08/20,1
72247,930.3,6011060696739331,VISA 16 digit,02/20,12
72257,940.84,4419381924964787,JCB 16 digit,06/18,1
72260,1020.89,869916984051158,JCB 16 digit,10/17,12
72272,840.98,4549237439741339,VISA 16 digit,08/19,12
72276,680.48,30169027866141,American Express,08/20,12
72279,720.43,3096779538404730,JCB 16 digit,10/22,12
72307,1020.12,3158354426639204,American Express,02/18,1
72316,1110.25,4335176650634,Diners Club / Carte Blanche,03/18,1
72319,960.96,4011586759313999,JCB 15 digit,11/22,1
72323,770.03,3337071733653959,Discover,01/18,1
72328,940.86,6011204539332165,JCB 16 digit,06/24,1
72329,1100.84,30160242748263,Mastercard,04/22,1
72364,1140.17,6011681154263264,JCB 16 digit,07/18,1
72376,620.45,6011082675167326,VISA 16 digit,05/18,1
72379,1070.19,5168872786854785,Voyager,01/21,1
72383,940.11,3528733149764766,VISA 13 digit,08/21,1
72393,1040.01,3088707280798512,JCB 15 digit,12/17,1
72394,930.37,5513699811631454,VISA 16 digit,10/17,1
72398,1110.81,30101128922846,JCB 16 digit,01/24,1
72409,810.3,30173310871958,Voyager,10/19,1
72418,610.49,4787277649198442,Voyager,10/18,1
72421,1000.49,180044181722117,Maestro,06/18,12
72427,1090.06,345653716927579,American Express,04/19,1
72435,660.46,869974654926662,Discover,12/23,1
72443,830.94,4222670523977423,American Express,04/22,12
72445,630.66,210088563276923,JCB 16 digit,07/21,1
72447,740.71,4743781225445666,Mastercard,01/23,1
72457,640.92,3158549868381906,JCB 16 digit,11/19,12
72459,1000.23,869993544468461,JCB 16 digit,08/24,12
72470,1110.18,3158959159861732,JCB 15 digit,11/22,1
72480,840.3,5272242932070525,Discover,03/18,1
72490,850.07,869969432889000,Mastercard,11/18,12
72495,640.6,180088467497050,JCB 15 digit,06/19,12
72511,1090.99,3158084918947167,Maestro,09/18,1
72520,950.55,869976093503507,JCB 16 digit,03/18,12
72524,1050.0,30294760762032,American Express,11/22,1
72526,650.25,5154502994311361,Maestro,09/20,12
72531,660.24,6011027739389432,Voyager,12/18,12
72539,730.66,341099112560669,Discover,01/18,1
72545,1130.4,30259381739560,Discover,01/19,1
72553,840.21,3158071282366249,Maestro,05/18,1
72559,940.42,4543728626800,JCB 16 digit,04/21,1
72562,780.21,5293283222126416,Voyager,03/18,12
72565,870.86,5513170817562994,JCB 15 digit,07/18,1
72582,950.7,869907793974748,American Express,12/22,1
72601,1040.7,210016782905188,VISA 16 digit,08/19,1
72602,890.39,348904744364229,American Express,07/19,1
72604,740.91,869925155918608,Maestro,03/27,1
72615,1080.55,180006124106013,Diners Club / Carte Blanche,07/20,1
72618,630.41,180098236443657,American Express,04/20,1
72623,680.12,630411043999,Voyager,07/20,1
72640,940.96,3337761219151862,Discover,08/19,1
72651,970.72,3088289251798714,Maestro,11/20,1
72654,970.68,30304203819693,Mastercard,07/22,1
72656,920.82,5404043688475129,American Express,05/20,1
72660,1030.49,3088216922938866,VISA 13 digit,04/18,1
72662,700.67,5144909756967418,VISA 13 digit,02/18,12
72664,870.21,676387413518,American Express,10/19,1
72671,860.55,3096752166623079,JCB 16 digit,12/20,1
72683,680.24,4778230424804909,JCB 16 digit,11/18,1
72708,1190.53,180094163902922,VISA 13 digit,12/18,1
72709,930.33,4548679767183264,Maestro,01/20,1
72710,620.43,502034917083,VISA 16 digit,11/17,1
72715,1110.86,4672938925927535,Diners Club / Carte Blanche,02/21,1
72732,1190.09,5458925675354298,JCB 15 digit,03/19,1
72735,960.83,639010930811,VISA 16 digit,01/18,1
72738,770.86,5219305541768189,VISA 16 digit,04/21,12
72744,970.38,4521739873728591,VISA 16 digit,04/19,12
72748,1030.63,3158705389996719,Voyager,04/21,1
72752,650.83,630407045750,Discover,02/19,1
72768,960.98,4629226590322149,Diners Club / Carte Blanche,09/18,1
72769,1100.75,502049761278,Mastercard,07/24,1
72788,890.92,372372628138946,JCB 16 digit,09/19,1
72799,1070.71,377033934745981,VISA 13 digit,03/19,1
72801,830.02,869973878744497,Diners Club / Carte Blanche,08/22,1
72810,980.64,4344828315002734,VISA 13 digit,04/18,1
72815,990.12,6011882448479332,VISA 16 digit,01/19,1
72817,1170.14,869969566012270,VISA 16 digit,03/23,1
72818,970.97,869977456500791,Diners Club / Carte Blanche,07/19,1
72835,970.8,5223761725969395,VISA 16 digit,07/19,1
72839,1010.73,639048569714,VISA 16 digit,02/19,1
72840,830.35,3088958027677259,VISA 16 digit,12/21,1
72842,930.39,4131447641447732,Discover,06/19,1
72855,710.31,4700174129497747,VISA 13 digit,12/21,1
72863,1140.51,869945073690626,Maestro,09/22,1
72870,690.0,4808963952536303,Discover,10/19,1
72873,1050.88,4613623129307385,Maestro,08/18,12
72875,1170.52,3088295540162919,Voyager,07/19,1
72885,980.41,5486956393688804,VISA 16 digit,06/21,1
72891,1120.41,6011377988491912,Maestro,03/25,1
72896,1050.66,180032984404033,Voyager,10/19,1
72900,990.36,3337819107006067,VISA 13 digit,01/19,1
72908,710.11,3088892529950452,JCB 16 digit,12/17,1
72911,1080.47,3337926375563594,JCB 16 digit,09/19,12
72912,770.02,4634402761285232,Mastercard,12/22,1
72915,890.1,3096471236947000,JCB 16 digit,10/20,1
72923,800.29,4201323311388792,JCB 16 digit,12/17,1
72946,910.31,4903750960855641,Maestro,04/18,1
72953,650.05,869906813553169,JCB 16 digit,02/18,12
72956,960.81,376422983268022,JCB 16 digit,11/21,12
72976,1100.95,4528646787052047,Mastercard,06/20,1
72981,1040.15,6011833635097668,American Express,09/22,1
72983,710.22,3088062125191873,American Express,12/18,1
72998,740.1,4721056948034436,VISA 16 digit,06/18,12
73004,1130.82,630477632321,JCB 16 digit,02/20,12
73008,670.42,4196621993502565,Voyager,02/18,1
73017,990.01,4734900138368614,Diners Club / Carte Blanche,06/18,1
73025,760.84,060485938843,American Express,10/17,12
73030,1090.28,3088304617749374,Discover,01/25,1
73032,1020.93,4112462862889002,JCB 16 digit,11/18,1
73034,1190.97,4755695987243,JCB 16 digit,06/18,1
73037,1080.88,5171516713341391,Mastercard,12/18,1
73044,1000.39,4860550012830902,Discover,07/18,1
73049,970.92,4253015080162,American Express,05/18,12
73051,780.32,6011616366690813,Discover,07/20,1
73053,780.45,3096898785583630,Discover,07/18,1
73059,1070.15,676326202261,JCB 16 digit,10/17,1
73063,800.76,5300057157189560,American Express,09/20,1
73071,1010.45,180021100772076,JCB 16 digit,02/22,1
73073,860.63,869957448383167,Discover,11/17,12
73079,750.18,3112782386245551,Voyager,01/21,1
73084,950.14,639036098304,Discover,11/18,1
73086,900.13,180079497115036,VISA 13 digit,04/26,1
73089,860.0,3158475904708268,Discover,06/19,1
73090,1150.84,3088024139872211,JCB 16 digit,09/21,1
73103,1000.89,4533445348392338,VISA 16 digit,12/21,1
73105,1170.61,6011309937875481,JCB 15 digit,03/21,1
73108,940.91,6011127574090002,American Express,08/19,1
73116,920.07,4535821584370113,Discover,10/22,12
73135,990.15,348838837655012,American Express,04/18,12
73143,620.88,4262198835360584,VISA 16 digit,02/18,12
73147,890.9,5453277852706931,Voyager,08/23,1
73150,840.46,6011599209254411,VISA 16 digit,10/23,1
73152,820.45,341077531918627,VISA 16 digit,01/22,12
73165,960.94,501861865977,VISA 16 digit,11/21,1
73166,980.43,30134533696630,JCB 16 digit,12/21,1
73171,670.73,4973279877991,Diners Club / Carte Blanche,12/22,1
73175,810.13,30011948727608,JCB 15 digit,01/18,12
73179,930.79,4717181969317,American Express,01/18,12
73183,660.89,180032787948509,JCB 15 digit,10/24,1
73186,890.92,5481983521353577,Maestro,09/18,1
73188,900.67,6011341271138556,VISA 16 digit,01/19,1
73191,840.85,210010125996939,American Express,12/17,1
73193,970.83,4316124299179,Diners Club / Carte Blanche,07/19,1
73196,750.88,869976075837261,Mastercard,04/24,1
73199,1040.67,30160128657380,Discover,05/27,1
73225,660.75,675967823559,JCB 16 digit,01/21,1
73226,850.58,869972442874012,Mastercard,03/21,1
73235,1200.71,4646077379895402,VISA 13 digit,02/19,1
73254,1200.07,869968685382390,JCB 16 digit,02/20,1
73259,1190.22,180090130808515,VISA 16 digit,08/23,12
73263,1040.73,3096846884464434,Voyager,08/21,1
73275,1050.04,6011382318613680,Maestro,04/21,12
73276,990.84,4371308462325614,JCB 16 digit,02/22,1
73286,870.03,5102018025693704,JCB 16 digit,06/18,12
73291,1090.65,180079488690021,American Express,02/21,1
73306,730.14,5363052504837189,VISA 16 digit,06/22,1
73330,1140.95,379724896584271,VISA 16 digit,11/18,1
73338,1180.06,5579617514940163,JCB 15 digit,02/18,12
73339,730.57,374972944354271,Discover,12/17,1
73340,840.42,3096206472439407,American Express,01/19,12
73341,1200.81,869989616711242,JCB 15 digit,05/20,1
73343,1080.39,4413796642289,JCB 16 digit,01/22,1
73345,820.36,3528473881617118,Mastercard,03/18,1
73366,730.78,210017599746104,VISA 13 digit,08/20,12
73371,740.54,210069659670989,Maestro,11/21,1
73375,880.65,3158048969138117,Mastercard,07/25,1
73380,610.15,30030388739071,JCB 15 digit,04/22,1
73394,600.69,180022628605996,VISA 16 digit,10/19,1
73402,930.51,5181252560301993,VISA 16 digit,06/22,1
73404,940.66,346082298161218,Discover,03/20,1
73407,670.41,4022971236708101,JCB 15 digit,01/18,12
73420,820.87,869996561772228,VISA 13 digit,06/18,1
73428,810.86,30079870604079,JCB 16 digit,10/19,12
73435,1130.26,3088671516426589,Discover,04/19,1
73436,1180.59,869960860642813,Discover,08/20,1
73438,1200.35,3096895447377690,VISA 13 digit,12/18,1
73443,890.8,4970569453085872,Mastercard,12/21,1
73445,700.59,210059537915805,Discover,12/21,12
73446,780.93,343435022723450,Mastercard,08/18,12
73450,690.69,3112829006664693,JCB 16 digit,01/21,1
73453,1090.97,630467186460,VISA 16 digit,10/17,1
73456,630.45,30447576789264,Discover,03/19,1
73460,740.32,6011080561837150,American Express,04/18,1
73465,1110.98,4060246964373,JCB 16 digit,03/22,1
73478,760.45,4671427626370741,VISA 16 digit,05/18,1
73480,710.74,6011140734251562,Discover,02/18,12
73491,740.6,4994053157160515,JCB 15 digit,01/19,12
73494,600.04,502001682546,Diners Club / Carte Blanche,04/22,1
73496,770.25,4240275630821122,VISA 13 digit,10/21,1
73500,890.68,3337368782747850,Mastercard,06/18,1
73503,1040.93,5439549021066275,JCB 15 digit,06/24,1
73506,810.45,30480930933146,JCB 15 digit,11/18,1
73518,810.49,5433079337873004,JCB 15 digit,05/26,1
73529,820.63,3112390688219389,VISA 13 digit,09/18,12
73534,1100.62,4648932754724585,Voyager,07/20,1
73555,740.52,589322472269,JCB 16 digit,02/23,12
73560,880.92,30541615115513,Discover,03/21,1
73565,1140.68,3088345872309461,VISA 13 digit,08/24,1
73570,1160.37,503890042693,Mastercard,09/19,1
73578,860.2,501867490903,Voyager,10/21,1
73584,1150.89,30152773760338,American Express,11/19,1
73603,720.98,869990838360271,American Express,04/19,1
73606,1090.17,5344127516940405,Maestro,02/22,12
73608,770.02,3158896400358649,VISA 13 digit,06/21,1
73610,650.02,4400378966590,VISA 13 digit,12/17,1
73615,1180.6,4222627188903,VISA 13 digit,01/19,12
73620,920.9,347157943724773,VISA 13 digit,10/19,12
73627,760.41,675945430907,Diners Club / Carte Blanche,04/21,1
73628,1110.15,3158241390990814,VISA 13 digit,06/20,12
73632,700.94,4274367245764877,VISA 16 digit,09/20,12
73635,700.69,4378977180994472,JCB 15 digit,10/17,1
73640,790.95,4089735697918107,Diners Club / Carte Blanche,09/21,1
73658,1060.05,4790011999143,JCB 16 digit,03/19,12
73664,1130.57,6011363280735511,JCB 15 digit,01/19,1
73672,600.77,30062773804459,VISA 16 digit,02/20,1
73675,930.5,3112550269197698,JCB 16 digit,08/19,1
73686,1130.47,3337948386738957,JCB 16 digit,05/20,1
73688,1100.63,5494613218284059,Discover,05/19,1
73694,640.87,4847134692980879,VISA 13 digit,12/18,1
73699,660.31,371914322202600,Mastercard,07/22,12
73704,840.27,6011817710874133,Maestro,09/22,1
73710,750.32,5288876846473614,JCB 15 digit,09/25,12
73716,680.36,4277172369082768,Maestro,03/18,1
73722,1160.51,349315231377757,Discover,02/18,1
73725,630.08,3088208052402821,JCB 16 digit,09/20,1
73729,1020.02,30515010113505,JCB 16 digit,12/21,1
73730,730.0,4516241713196003,Maestro,03/18,12
73733,920.7,5351005687991433,JCB 15 digit,02/23,1
73736,1120.82,3112396252013959,VISA 16 digit,10/19,1
73742,820.12,30497323248338,VISA 13 digit,04/22,1
73748,720.38,30217902638513,Discover,05/23,12
73750,1100.24,30043322392154,Mastercard,02/18,12
73755,920.98,5448482124809202,American Express,02/18,1
73763,1050.29,30001743091706,JCB 16 digit,04/19,1
73766,1190.09,639099551660,VISA 13 digit,02/20,1
73767,1130.11,4629793278406650,JCB 16 digit,08/19,1
73770,620.08,6011881606127683,American Express,07/19,1
73772,920.41,348398208174317,VISA 13 digit,08/19,1
73779,630.58,5305457858205506,JCB 15 digit,03/18,12
73781,610.64,676237668360,American Express,12/17,1
73785,1040.48,180041673013054,Discover,03/20,1
73791,850.02,4211402436988765,Voyager,09/20,12
73794,620.32,180043243661610,JCB 16 digit,06/22,12
73797,660.2,5559931848161246,JCB 16 digit,02/18,1
73799,1080.53,5183752154129237,Mastercard,04/19,1
73804,770.15,348515773223407,JCB 15 digit,11/17,1
73806,960.05,5427288998487750,JCB 16 digit,11/19,1
73808,890.61,5469893549472570,JCB 15 digit,12/18,1
73813,600.24,3112708892328516,JCB 15 digit,10/17,1
73815,1070.12,3096173627240207,Discover,01/24,1
73818,1000.3,4540949300146930,JCB 16 digit,01/19,1
73822,640.96,372046034303050,VISA 16 digit,06/23,12
73826,950.41,379976414824296,JCB 16 digit,07/20,1
73832,980.26,3528164313207954,Diners Club / Carte Blanche,10/17,1
73833,860.14,6011593317960225,VISA 13 digit,11/20,1
73853,1110.4,210063527268431,VISA 16 digit,09/22,1
73854,870.94,4124594515706476,VISA 16 digit,10/17,1
73865,1190.18,341582713616642,JCB 16 digit,07/22,1
73866,680.94,180003386908129,VISA 16 digit,07/27,1
73873,900.9,4863864082512325,JCB 16 digit,05/21,1
73878,870.51,3112747968497136,Maestro,07/18,12
73880,690.68,4535860716987717,VISA 13 digit,05/25,12
73887,1180.8,6011983103561776,JCB 16 digit,02/25,12
73888,1200.03,4972606163356,VISA 16 digit,12/17,1
73893,1060.77,30081735704003,VISA 16 digit,05/18,1
73903,800.04,5382505330958138,Discover,06/22,1
73915,830.17,210028010718879,VISA 13 digit,01/19,1
73928,860.49,4348299171804918,Mastercard,08/20,12
73930,1110.84,30477010736993,VISA 16 digit,07/19,1
73935,610.98,6011629076987999,JCB 15 digit,11/19,1
73938,810.79,6011100853995506,VISA 16 digit,01/20,1
73951,700.63,4774786878037746,Mastercard,03/23,1
73959,1030.02,6011154222965575,Maestro,02/20,1
73961,1070.37,3096918987469089,Maestro,01/19,1
73964,980.57,4791010254860,American Express,01/22,12
73967,1140.45,3112094779047127,VISA 13 digit,10/21,1
73968,780.51,561237463212,JCB 15 digit,09/21,1
73970,1070.44,4710357196909854,JCB 15 digit,03/18,12
73979,980.49,30595106601001,Discover,12/19,1
73983,610.86,342504429835349,JCB 16 digit,03/19,1
73984,710.56,4475669955114,Mastercard,09/19,12
73992,1200.17,675990320979,VISA 16 digit,03/19,1
73993,1200.44,210006059064843,VISA 16 digit,02/18,1
73996,730.55,630479596961,VISA 16 digit,09/18,1
74003,980.16,5582730033916054,VISA 16 digit,08/18,1
74011,800.81,4100144786543402,Discover,11/23,1
74020,1080.53,4893775427769285,Voyager,08/21,12
74023,1040.04,4331421872996301,Mastercard,05/18,12
74028,900.23,503852379612,Mastercard,11/20,1
74029,1050.13,5361419419706381,Mastercard,03/24,1
74037,720.68,4282252545322,JCB 16 digit,11/19,1
74039,720.14,180045522449484,JCB 16 digit,02/18,1
74048,960.93,3112717641891435,Maestro,01/19,1
74052,850.77,502048226125,VISA 16 digit,09/20,1
74055,920.88,377554099125537,Mastercard,06/18,1
74088,800.85,340405529714123,VISA 16 digit,03/23,1
74093,960.25,6011556358905193,JCB 16 digit,12/17,1
74100,841.0,4403596955384229,VISA 16 digit,08/19,1
74101,950.1,6011193066658839,VISA 13 digit,07/18,1
74108,670.49,3158659336537045,JCB 16 digit,07/19,1
74110,750.35,5225752945390841,Diners Club / Carte Blanche,08/23,1
74118,1160.07,210098955176144,JCB 16 digit,01/18,12
74122,630.22,3112532113111851,JCB 16 digit,09/19,1
74128,890.53,4071362199926,Mastercard,03/21,1
74130,770.11,5146103383899578,Mastercard,04/23,1
74133,700.26,210017905187100,Mastercard,07/18,1
74150,1200.79,30269115126992,Maestro,09/18,1
74170,900.26,3158193087937048,Discover,12/18,1
74183,670.46,869955631298333,Discover,12/18,12
74186,1130.08,3158429429518983,Voyager,01/18,1
74189,890.97,4851835201312,VISA 16 digit,02/22,1
74190,1020.28,30540813334058,Diners Club / Carte Blanche,01/18,1
74192,760.8,4550189545422401,JCB 16 digit,10/18,12
74198,1080.72,869927585375714,Mastercard,11/21,1
74203,910.42,4009542511271,VISA 16 digit,02/19,1
74207,1180.23,4469244461383,American Express,09/20,12
74216,990.58,869914546390826,JCB 16 digit,11/24,1
74221,1030.53,3096449140078732,Voyager,08/18,1
74225,1060.73,3112677393586650,Mastercard,08/19,1
74226,890.16,30086854965525,Mastercard,03/20,1
74227,890.96,30076926171624,American Express,01/18,1
74238,790.0,4853490118073660,Maestro,06/22,1
74248,1080.87,630401634393,JCB 15 digit,08/27,1
74251,1080.63,30472629987178,JCB 16 digit,05/26,1
74255,860.46,3337625590894509,JCB 16 digit,08/20,1
74259,880.87,370879320843310,Diners Club / Carte Blanche,07/27,1
74261,1040.49,4510765978499302,Maestro,12/20,1
74264,680.8,6011347707573613,Voyager,04/20,1
74267,1130.18,30317122725486,Diners Club / Carte Blanche,01/22,1
74271,1060.76,4903990907490165,VISA 16 digit,07/19,1
74272,850.56,4766896270891,Maestro,09/19,12
74276,820.04,4248090343273020,VISA 13 digit,03/18,1
74279,1200.89,4469295841943360,Voyager,09/19,1
74281,710.76,5570665554592260,American Express,10/21,1
74288,940.32,5487544485545246,Mastercard,04/19,1
74293,790.0,4832542859501162,VISA 16 digit,12/20,1
74297,880.45,4266547048166160,VISA 16 digit,05/26,1
74306,1110.58,3112775588634283,JCB 15 digit,02/20,1
74318,640.14,180092327875927,Maestro,01/20,1
74323,1130.73,4472705117973,JCB 16 digit,06/18,1
74326,1000.22,30266326504173,VISA 13 digit,06/24,1
74338,1100.88,676236848088,American Express,11/17,1
74339,1150.13,4729133752568,VISA 16 digit,07/22,1
74345,1000.0,4164844724976415,Maestro,07/19,1
74352,770.32,4580213001282572,Voyager,04/23,1
74354,1100.22,5124520783623389,VISA 13 digit,11/17,1
74361,890.57,869999791161972,VISA 13 digit,11/20,1
74363,910.06,6011638258101501,JCB 16 digit,06/18,12
74382,740.68,4746209690967391,Diners Club / Carte Blanche,06/18,1
74388,610.36,3528072122899392,American Express,05/24,1
74392,680.38,4444950080786116,VISA 13 digit,06/18,12
74408,1020.05,4995461259910,JCB 16 digit,01/19,1
74412,1150.9,5533509081606837,VISA 16 digit,06/20,1
74419,970.34,4166844458211,Maestro,08/19,12
74420,660.34,3096763788932368,Mastercard,07/18,12
74423,880.28,210064681096147,Voyager,04/21,1
74425,1120.78,347992876580804,JCB 16 digit,02/22,1
74427,910.43,3088092369017948,Maestro,03/18,1
74446,950.18,348505336533079,VISA 16 digit,07/25,1
74449,1120.6,869909469870697,JCB 16 digit,12/20,1
74462,860.97,30240414198636,VISA 16 digit,12/21,1
74464,1120.72,30104184095184,Maestro,07/20,12
74467,770.27,3096019166958867,Discover,12/22,12
74468,620.1,210000708612052,American Express,08/18,1
74471,1000.39,3088792352846779,VISA 16 digit,12/18,1
74474,630.73,4468905872916629,JCB 16 digit,06/24,1
74479,690.23,210076709599449,Maestro,03/19,1
74486,1160.9,4153196613311011,VISA 16 digit,04/19,1
74491,1070.55,869909035760331,JCB 16 digit,01/19,1
74494,960.43,3528242671921901,Voyager,07/18,1
74499,1170.65,6011336139472528,Maestro,01/18,1
74510,840.47,378241575951078,JCB 15 digit,08/22,1
74512,1190.13,869901748662144,Voyager,07/19,1
74513,1180.62,4723587173999453,Maestro,12/22,1
74519,1000.52,30064094515053,American Express,04/19,1
74526,1050.11,869960283635923,VISA 13 digit,12/17,1
74528,760.36,345696361473944,VISA 16 digit,01/19,12
74530,920.66,30315159577846,American Express,11/19,1
74532,730.42,4310622448271,Discover,01/18,1
74537,900.33,379014650570009,VISA 16 digit,06/22,1
74540,1010.51,5101254850672361,VISA 16 digit,12/22,1
74542,670.93,6011758282529913,Mastercard,08/19,1
74550,990.93,630477323202,Maestro,03/22,1
74551,840.54,639049207298,VISA 16 digit,04/19,1
74567,720.11,210040146442506,Maestro,08/19,12
74575,940.98,6011094263058627,American Express,02/20,1
74577,800.25,3337040335567206,VISA 16 digit,06/20,1
74581,1000.19,210065676804999,Diners Club / Carte Blanche,11/17,1
74583,980.09,561252686069,VISA 16 digit,11/19,1
74593,680.51,180017278636291,Diners Club / Carte Blanche,05/23,1
74598,710.2,869989144074022,VISA 16 digit,08/20,1
74600,660.71,4364860786075514,American Express,06/20,12
74604,890.51,4613896809098,VISA 16 digit,08/19,1
74606,1100.82,4753637062787569,Maestro,02/18,1
74621,670.49,4631391540349,American Express,06/22,1
74622,1060.43,6011495157750346,JCB 16 digit,06/18,1
74625,1140.49,869966689639385,Mastercard,04/18,1
74626,730.07,4622336551088287,JCB 16 digit,01/21,1
74628,1030.32,5578552690913281,VISA 16 digit,06/24,1
74630,720.36,4983260866518486,JCB 15 digit,01/18,1
74636,610.73,3096309458208836,Discover,04/24,1
74646,920.76,342510514977714,Diners Club / Carte Blanche,12/18,1
74647,1150.96,869961472103392,Diners Club / Carte Blanche,05/19,1
74655,890.99,210077782528115,VISA 16 digit,12/18,1
74667,920.91,5185810839040951,Diners Club / Carte Blanche,04/22,1
